"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006644","GO:0006644","phospholipid metabolic process","121/4775","348/23210",4.23816785961044e-10,9.29832912971472e-09,5.96471123751879e-09,"18591/320634/28169/19353/106861/12540/193742/66826/66268/19211/26943/74451/170749/108083/17101/56442/216233/216739/668212/18806/14137/268656/19210/210992/218442/67630/18753/18606/14731/104015/52014/320951/72084/20975/12978/18563/433256/84095/66082/117150/27388/14755/18590/20617/15926/13167/23827/226856/67292/18718/13481/69601/99010/16592/20779/18706/68603/66350/18720/67916/14077/84652/269615/75320/52858/17257/52123/18709/192654/77116/76192/16835/27399/76500/75769/104718/56209/55979/170835/216505/380921/18717/77582/100502698/216152/219024/67452/20597/54673/12520/234515/213056/192157/329777/54384/71795/104418/235044/15560/18708/101490/66459/67078/229791/11840/228859/18795/50784/54607/56632/110911/19229/212862/66569/242291/381925/244882/227697/28042/13480/208715",121
"GO:1901216","GO:1901216","positive regulation of neuron death","55/4775","120/23210",4.31766013825178e-10,9.40625451401691e-09,6.0339434343555e-09,"13642/13163/14809/12028/22192/11951/12540/12387/11848/28240/17762/66437/14360/17172/18015/26419/22418/12759/56637/19765/72930/12015/20617/11545/11909/12371/56717/18125/231872/14812/18481/12367/112405/23821/23988/19268/26398/14824/13653/17210/233489/11603/231637/11911/11539/12123/56484/12569/16476/606496/22059/20817/16531/26408/19122",55
"GO:0043393","GO:0043393","regulation of protein binding","91/4775","240/23210",4.31787514593153e-10,9.40625451401691e-09,6.0339434343555e-09,"12716/18591/20615/11651/21844/99412/12028/58799/17260/12540/17169/19165/17756/106763/12928/58231/19164/19052/70834/15387/26419/22418/67819/27373/15499/56637/11820/110213/15516/17283/13728/21416/19719/237107/13838/74117/67459/11352/69601/110074/13589/20779/16842/57320/56273/67087/13542/11518/100732/21814/19384/74585/11461/11519/52163/18715/67043/17257/54126/14339/23802/102122/67443/11804/23988/14225/19268/72278/193385/74256/99982/100017/75687/56424/11603/213539/11845/66849/12064/20660/22761/11538/14797/94245/14251/12010/76089/16413/15893/26417/244058",91
"GO:0043624","GO:0043624","cellular protein complex disassembly","60/4775","136/23210",4.69072785569374e-10,1.01467849931059e-08,6.50898044463209e-09,"20405/22388/11789/108124/76709/20479/17756/12343/56431/216965/68572/270058/74412/20393/260315/20742/238276/56471/13829/20356/104015/380969/29877/227634/17754/17957/20257/20262/16800/20404/72685/12345/56273/11518/14489/11519/14168/116733/50876/22003/76499/18195/194952/320878/208158/67254/110380/72650/17755/12631/20740/50875/14852/231580/12632/211323/76707/14853/276770/57028",60
"GO:0050905","GO:0050905","neuromuscular process","60/4775","136/23210",4.69072785569374e-10,1.01467849931059e-08,6.50898044463209e-09,"14667/19156/19305/20512/268859/110279/19211/100072/109934/11540/18472/13385/77579/27386/67269/18039/319984/14167/224129/11820/20273/20589/57340/14169/56695/11352/14810/14658/16498/13542/22223/14812/11941/12751/17257/13191/11804/23821/66663/105689/93686/17918/12286/56320/243961/242443/57295/69017/18619/16485/227331/231503/216856/12323/14811/117197/13663/211323/16531/64378",60
"GO:0007033","GO:0007033","vacuole organization","68/4775","162/23210",4.75721963123192e-10,1.02546360232674e-08,6.57816494462212e-09,"20615/55978/19376/11432/56085/20479/110147/11303/54197/75909/108083/56486/17101/19164/19324/17168/217379/67841/11984/54525/76308/66840/117150/12421/66615/18718/68365/51897/386649/66734/19338/76959/77963/19063/100226/170731/100855/77573/22241/74781/57436/66508/29810/12751/14339/67443/56453/116733/93739/67526/245860/75964/14824/56208/226407/54673/75608/98732/21821/218035/69668/66048/233724/11840/54609/118449/195040/19349",68
"GO:0006403","GO:0006403","RNA localization","71/4775","172/23210",4.85803975278309e-10,1.04354756362048e-08,6.6941703103635e-09,"29813/53379/16549/12464/56698/17762/53817/74412/66874/22632/12626/65246/223527/15499/11838/74108/320007/68092/69823/225027/225160/70640/21681/12877/29819/16574/66679/16418/230082/20218/71514/23881/19384/66441/26370/245474/21951/21750/71805/12461/73192/214597/231386/223921/67229/20853/51810/19069/73826/20422/268420/19290/22117/15382/103468/107939/66231/432508/18148/67681/229279/14251/20823/20383/109095/223642/66118/192160/276770/67952/18226",71
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","45/4775","90/23210",4.99473465134232e-10,1.06918538630297e-08,6.8586323410428e-09,"11651/69754/21856/12028/53600/67145/17762/66437/30055/56322/70478/66148/12177/22631/223696/28185/72930/11632/14545/15510/75734/66865/30059/56428/15502/66169/170731/15505/56330/29810/67003/21855/381038/72170/67184/15275/54673/67384/66541/75219/69773/11983/606496/21854/67952",45
"GO:0098657","GO:0098657","import into cell","83/4775","213/23210",5.33090010525544e-10,1.13719720238408e-08,7.29491593350744e-09,"13642/11651/11652/20511/20512/15114/20974/98660/28240/67979/22088/64383/57138/14081/14360/19164/216739/52466/238276/18753/105782/11838/13383/11773/104015/63959/20496/13340/433256/68566/66383/20617/227059/11931/16519/30931/20614/14664/13858/14077/15444/57320/18125/11461/110891/140919/54208/14758/17999/11928/19058/232227/240055/18717/71770/65106/11554/83704/75607/16524/16511/19736/384783/23969/56543/232975/11932/16520/232341/269994/269642/81905/20541/69727/26569/14251/54376/620592/19122/110893/270028/64009/66914",83
"GO:0061387","GO:0061387","regulation of extent of cell growth","57/4775","127/23210",5.6809933417559e-10,1.20770082592845e-08,7.74718402358508e-09,"14025/11858/53869/13690/11951/19280/17756/14567/20807/17762/83431/319740/216344/68585/13169/18472/22418/12934/20356/56637/11302/18186/74117/56177/20351/52822/22241/243743/18479/16202/13043/14168/13193/382253/71955/23945/76499/71751/56320/17136/20361/71653/20466/360213/65079/12064/12569/13640/18377/11538/320563/17755/18213/20315/211323/12168/244058",57
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","82/4775","210/23210",6.01034675266534e-10,1.27332603883786e-08,8.16815798508363e-09,"11651/27061/19358/52551/56085/11789/12398/14084/19165/19211/64383/22353/21929/19164/56371/20610/14694/22433/108089/170930/110616/94253/210992/26419/22418/12759/30945/27373/14083/56637/67267/224727/65113/93687/13194/104318/23806/67588/22218/66615/69601/16396/27059/269523/75234/13542/53380/99375/11502/64209/16835/17999/56440/56469/18195/18245/67184/12520/108687/22225/56424/242960/18247/213539/68497/20660/54609/69807/11983/606496/112406/19229/56736/66245/23807/77006/244058/72330/66498/12995/19349/66914",82
"GO:0050686","GO:0050686","negative regulation of mRNA processing","23/4775","32/23210",6.05821099539932e-10,1.27907091735057e-08,8.2050103495729e-09,"53379/107951/12455/15388/67996/12261/75553/15387/56215/13548/59092/225027/108013/27632/109331/57317/108014/22185/236732/19826/68035/19656/18148",23
"GO:0007030","GO:0007030","Golgi organization","55/4775","121/23210",6.33789450758943e-10,1.33355357130679e-08,8.55450679540633e-09,"360013/99412/103694/26395/12540/27883/20932/70231/75909/19324/217379/68581/22631/57440/93687/53611/104318/84095/107338/59041/58244/53330/386649/67231/228960/19338/56426/77963/69582/71116/56334/56041/12704/54126/16582/75964/76499/70297/320714/83679/209462/70361/70675/229593/67300/59021/70369/67511/56298/231580/67669/26417/26413/76707/64009",55
"GO:0018209","GO:0018209","peptidyl-serine modification","119/4775","343/23210",6.86048307654614e-10,1.43860129819411e-08,9.22836910797846e-09,"14423/18591/11836/11651/13549/109880/12028/11652/18749/18747/17169/15257/80297/106763/17164/18099/58231/23797/13179/20393/17347/14694/19878/13488/18193/26419/18753/50523/22418/13829/14586/27373/29857/224105/56637/11820/13548/26404/15516/18607/93687/12322/110355/13728/104318/20617/12747/58184/68606/11545/16589/53416/15259/20779/18706/13175/18645/56426/23897/70762/22166/57320/56717/18762/18125/22241/52163/18479/16202/14456/21951/546071/214897/232430/17319/57321/71751/228140/224143/170835/216742/12283/15275/67384/11998/72612/227743/231876/17872/101490/104175/268510/18754/232341/13000/12064/12569/68169/333433/18750/18751/75770/26416/108058/72902/18212/231474/606496/12323/94214/27387/18213/19049/26417/26413/21969/12995/18752/108148",119
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","33/4775","57/23210",7.50587493999792e-10,1.56860064424024e-08,1.00622915787947e-08,"12858/66925/66826/226646/66414/66945/66148/78330/67264/66383/20617/67273/68375/56428/69702/57320/68197/17257/12857/17995/215951/66694/12861/66416/22272/12064/66052/66152/225887/12859/13063/66576/107197",33
"GO:0021954","GO:0021954","central nervous system neuron development","45/4775","91/23210",7.9169545413044e-10,1.648919754971e-08,1.05775242573544e-08,"19353/18028/80297/19211/17756/12928/83431/20266/22187/17172/18293/18472/15228/13488/110596/54713/22418/14083/15516/20689/14682/59058/15452/18186/13838/24136/13175/70762/230101/243743/13193/12552/270190/105689/14472/107503/22272/235402/18750/21367/18212/56386/76089/14790/233033",45
"GO:0032482","GO:0032482","Rab protein signal transduction","37/4775","68/23210",8.00613694018156e-10,1.66187994061345e-08,1.06606615219784e-08,"19344/19376/17274/53869/67286/67042/19345/19341/216344/19324/76877/217378/19325/58222/67295/76338/19328/76308/11302/224624/68365/19338/100972/77407/19346/19337/67790/19339/270192/229541/319642/59021/19342/106572/19330/19326/19349",37
"GO:0035303","GO:0035303","regulation of dephosphorylation","69/4775","167/23210",8.08162936754977e-10,1.6719209748639e-08,1.07250729543923e-08,"53310/26936/17260/59046/56398/100072/54401/170749/11640/215821/17931/77976/22027/19052/19878/14226/22627/18753/54720/15516/72930/52036/227059/66385/226849/114715/20779/100336/231760/74585/69871/19777/50768/77116/23988/17127/14678/14225/170826/243274/107895/76497/382030/20597/67384/228852/56205/217124/50791/17872/114249/11539/217695/207393/69556/207785/77771/232341/108954/66849/232947/243819/23859/19049/665775/338355/12953/241919/52065",69
"GO:0034599","GO:0034599","cellular response to oxidative stress","98/4775","268/23210",9.3319963051392e-10,1.92413903749777e-08,1.23430065546235e-08,"11991/11677/11651/69754/20852/234371/19156/21672/56085/20656/12387/28240/104156/64383/21974/12928/17762/22658/15182/66521/14360/21929/19272/14694/22433/15251/69635/93692/26419/18753/170719/15499/20655/76467/213990/19765/16210/12333/54683/11757/18453/20617/14768/59041/11545/69051/20779/56426/22166/108079/18477/71514/57320/19017/66593/11938/15505/108655/53610/170826/72170/65106/268345/11792/75533/18391/224617/19261/17210/18023/227743/68031/211329/101476/11911/20466/100206/66787/56484/70369/19823/320183/52521/16476/11852/20541/110265/68992/12631/71389/22059/26417/26413/223255/14775/26408/109815/12176",98
"GO:0016574","GO:0016574","histone ubiquitination","29/4775","47/23210",9.91384666817401e-10,2.03729549030976e-08,1.30688848885368e-08,"54624/107951/70238/22209/22658/68729/22210/224826/225131/13194/76073/59026/30951/14897/214498/19821/109331/30841/69587/21402/99982/13619/216825/225876/217218/69837/56353/93765/58230",29
"GO:0050657","GO:0050657","nucleic acid transport","63/4775","148/23210",1.03543111704867e-09,2.11371948231955e-08,1.35591310796509e-08,"53379/16549/56698/17762/53817/74412/66874/12626/65246/223527/15499/11838/320007/68092/69823/225027/225160/21681/12877/29819/16574/66679/16418/230082/20218/71514/23881/19384/66441/26370/21951/21750/71805/73192/214597/231386/223921/20853/51810/19069/73826/20422/268420/19290/22117/15382/103468/107939/66231/432508/18148/67681/229279/14251/20823/20383/109095/223642/66118/192160/276770/67952/18226",63
"GO:0050658","GO:0050658","RNA transport","63/4775","148/23210",1.03543111704867e-09,2.11371948231955e-08,1.35591310796509e-08,"53379/16549/56698/17762/53817/74412/66874/12626/65246/223527/15499/11838/320007/68092/69823/225027/225160/21681/12877/29819/16574/66679/16418/230082/20218/71514/23881/19384/66441/26370/21951/21750/71805/73192/214597/231386/223921/20853/51810/19069/73826/20422/268420/19290/22117/15382/103468/107939/66231/432508/18148/67681/229279/14251/20823/20383/109095/223642/66118/192160/276770/67952/18226",63
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","72/4775","178/23210",1.07710550001594e-09,2.19153643815125e-08,1.40583128836544e-08,"13002/109880/12028/21672/17260/20656/12048/11848/14360/19164/11540/15251/18039/66270/170719/16443/20655/72393/26404/15516/18607/17685/22340/11757/15461/18186/20617/15510/20910/14810/22174/18706/14630/12804/19063/57434/57320/19017/18125/30841/15505/12661/16653/16202/53610/17257/17748/20312/12282/23988/26398/14402/12286/14824/104069/17136/13799/12064/68169/11538/12705/16476/56086/110886/18212/12608/18148/19229/240057/70237/18752/18546",72
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","77/4775","195/23210",1.08482805434263e-09,2.19998847204681e-08,1.41125311640071e-08,"19353/109880/12576/22388/11789/76709/11848/67771/18016/19130/56431/18643/17762/83767/19164/14219/66713/260315/13494/19878/19720/26419/20356/211401/13383/11820/23789/108100/18186/68606/74117/74192/329165/50884/13589/20257/18645/54418/56717/56378/56443/73178/18479/13043/17257/20312/13191/22003/17127/101314/234407/260409/67384/83679/14745/70420/56699/104027/11845/18754/320472/11840/118449/17755/16423/12631/242894/14544/19229/14784/21333/63985/16413/12632/211556/68089/57028",77
"GO:0099010","GO:0099010","modification of postsynaptic structure","20/4775","26/23210",1.11962968414104e-09,2.26312032876378e-08,1.4517510693073e-08,"21844/68942/12540/11848/18643/83767/77579/13488/56637/16443/108100/18645/29867/13043/235604/216831/20853/104027/12631/545156",20
"GO:0017038","GO:0017038","protein import","79/4775","202/23210",1.12761956193443e-09,2.27126881491004e-08,1.45697817690989e-08,"16211/16480/11651/110750/21856/19298/20848/12034/19305/21849/320938/53600/56398/18141/11640/69723/19164/19052/22433/18015/13207/238276/13488/16648/18753/14180/66148/12759/223696/28185/16646/12575/213990/15510/18767/58869/56417/16905/19055/56273/66169/668173/19384/56330/29810/21855/212999/18709/56453/22771/71805/19058/72170/66306/18769/20473/19302/19069/72993/18708/230908/76582/212518/26356/103468/107939/26416/12631/76936/22059/21854/13663/67669/26413/233726/12953/67952/18226/71844",79
"GO:0051271","GO:0051271","negative regulation of cellular component movement","111/4775","316/23210",1.13102923954158e-09,2.27126881491004e-08,1.45697817690989e-08,"18591/16480/13202/11651/235072/109880/12576/72349/12317/20848/23790/17260/11848/110279/19211/109711/20807/109934/12928/19272/13179/19279/260315/16009/18015/114886/69237/13488/19270/64652/22418/20356/14083/17470/56637/19252/13001/22240/23789/12794/192662/66082/19271/67588/18186/16011/14270/72674/56177/269275/69601/114715/18645/56426/20351/109331/69216/19017/21814/18125/19242/20901/259302/269951/11819/16202/17257/50768/20312/18709/21838/23988/58233/22003/17319/76499/56320/320271/11792/193385/234593/74012/18133/20361/54608/228880/13138/50791/20927/17965/11539/67254/245555/56484/72065/18795/76108/11852/60595/338366/12631/70771/50875/20315/16413/211323/223255/76707/105352/20733/211556",111
"GO:1903008","GO:1903008","organelle disassembly","44/4775","89/23210",1.22937301593917e-09,2.46074176729382e-08,1.57852167494308e-08,"68995/69754/99412/16573/18412/56486/66437/12539/22333/15251/16593/12177/66270/67841/74006/68184/66840/107338/67588/12421/51897/66734/67006/269523/66169/170731/22241/74781/57436/13043/67391/67443/93739/67526/245860/381038/56208/319801/21767/105083/11983/606496/22059/12176",44
"GO:0008090","GO:0008090","retrograde axonal transport","17/4775","20/23210",1.23812974415008e-09,2.47024914973632e-08,1.58462049012837e-08,"20615/16573/15114/16560/83431/18472/16562/56444/18039/20655/17754/17257/12217/81907/23859/16561/16572",17
"GO:0110053","GO:0110053","regulation of actin filament organization","94/4775","255/23210",1.25981310525328e-09,2.50540251415693e-08,1.60717074242329e-08,"19353/109880/22388/76709/11848/67771/18016/12343/56431/18643/83767/14219/66713/20742/13169/19878/19720/18753/13829/20356/211401/13383/23789/12333/108100/18186/68606/74117/74192/329165/50884/59030/18645/23897/54418/230101/12345/56717/11518/56378/12704/56443/73178/14489/11519/18479/13043/18481/50768/20312/72042/18709/50876/235041/22003/17127/76499/101314/56320/260409/67384/233977/19736/14745/243961/230234/70420/18708/56699/235431/104027/11845/18754/110380/320472/11840/19241/118449/16423/12631/242894/20740/50875/19229/14784/21333/63985/16413/12632/76707/50918/211556/68089/57028",94
"GO:0010506","GO:0010506","regulation of autophagy","92/4775","248/23210",1.29420555569717e-09,2.56552323179198e-08,1.64573710365689e-08,"67811/55978/11651/69754/99412/17274/20869/18475/20848/26395/56085/13690/110147/64383/54197/19025/17762/108083/11975/12539/21929/13179/17168/22333/22433/15251/268656/69635/12177/67154/14083/224023/74006/56637/19328/225131/107045/76308/93679/67588/117150/20617/18718/67171/67006/52187/108079/56374/54170/56717/66169/170731/100855/22241/29810/13043/18715/67790/22224/18709/75747/381038/56208/100502698/226407/98402/211134/54673/73158/319801/75608/17210/67412/209815/68837/98732/21821/80888/320311/56484/54609/231503/11983/17425/606496/22059/26417/56367/15289/68441/75744/12176",92
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","54/4775","120/23210",1.41984505614684e-09,2.80555922152092e-08,1.79971588257209e-08,"19353/99412/12576/11789/76686/67971/17756/229589/216965/17762/83431/270058/20393/260315/13494/72948/26419/56471/13548/380969/212307/29877/104318/74237/20617/227634/17754/51885/13589/20257/20262/16800/230101/12345/100732/14228/18479/14168/17257/13191/76789/76499/170835/103733/83679/75786/72205/208158/67254/103768/17755/14544/22153/76707",54
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","59/4775","136/23210",1.44267686433399e-09,2.84156641169937e-08,1.82281384876502e-08,"13205/19305/58799/76709/19165/76686/64383/17756/12343/16784/18643/20393/20742/94090/19042/22334/18753/66148/12759/13829/56637/13548/16210/12333/20617/20910/59030/13589/20257/20779/18645/16800/16911/12345/56273/67087/18762/11518/22241/14489/11519/14228/30949/50876/22003/170835/65112/72205/69017/20660/19241/12631/20740/50875/21833/22153/50918/75744/320722",59
"GO:0018210","GO:0018210","peptidyl-threonine modification","58/4775","133/23210",1.55764603141607e-09,3.04853580434289e-08,1.95558099917467e-08,"14423/11479/11651/13549/26395/18747/15257/64383/106763/18099/23797/19878/217866/26419/18753/22418/13829/27373/56637/11820/13548/26404/18607/13001/93687/12322/110355/104318/93742/12747/226751/53416/15259/114715/56717/53323/22241/12704/21951/214897/228140/12283/15275/231050/231876/321006/104175/114716/13000/12569/18750/18751/108058/260299/606496/26413/12995/108148",58
"GO:0035966","GO:0035966","response to topologically incorrect protein","58/4775","133/23210",1.55764603141607e-09,3.04853580434289e-08,1.95558099917467e-08,"20316/13163/12317/12028/26554/104771/22230/80517/27362/12915/54197/12330/22433/71853/110616/50527/12759/67819/15499/67118/110213/140499/224727/74126/18415/66799/15510/67812/226641/30931/14828/69601/69065/19246/28146/269523/170731/15505/29810/23802/64209/68292/74840/70294/68134/69310/67878/108687/56424/17872/18708/80888/11911/226418/72661/56491/70604/109815",58
"GO:0099563","GO:0099563","modification of synaptic structure","23/4775","33/23210",1.60803065422042e-09,3.1371863871104e-08,2.0124487567975e-08,"21844/68942/53328/12540/11848/18643/83767/77579/13488/56637/16443/108100/13838/18645/29867/13043/54645/235604/216831/20853/104027/12631/545156",23
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","34/4775","61/23210",1.65597352920949e-09,3.2205289613806e-08,2.06591152224475e-08,"12858/66925/66826/226646/66414/66945/66148/78330/67264/66383/20617/227197/67273/68375/56428/69702/57320/68197/17257/12857/17995/215951/66694/12861/66416/22272/12064/66052/66152/225887/12859/13063/66576/107197",34
"GO:0000045","GO:0000045","autophagosome assembly","45/4775","93/23210",1.92781209492204e-09,3.73740929723094e-08,2.39748098001394e-08,"55978/56085/110147/54197/75909/108083/56486/19164/19324/17168/217379/67841/76308/66840/117150/12421/66615/18718/51897/386649/66734/19338/100226/170731/100855/22241/74781/57436/29810/67443/93739/67526/245860/75964/56208/226407/54673/75608/98732/21821/66048/233724/54609/118449/19349",45
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","83/4775","218/23210",1.97304675952088e-09,3.8131138785098e-08,2.44604411005443e-08,"19353/109880/12576/22388/19385/11789/76709/18637/11848/67771/18016/20479/19130/56431/18643/17762/83767/14219/66713/260315/13494/19878/19720/26419/20356/211401/13383/23789/108100/15461/18186/68606/74117/74192/329165/50884/386649/13589/20257/18645/23897/54418/56717/56378/56443/73178/18479/13043/17257/20312/13191/22003/17127/101314/260409/67384/83679/14745/70420/56699/104027/11845/18754/320472/11840/118449/17755/16423/12631/242894/18148/14544/18213/19229/14784/21333/63985/16413/12632/211556/68089/18226/57028",83
"GO:0048675","GO:0048675","axon extension","59/4775","137/23210",2.02860219098629e-09,3.90822890857203e-08,2.50705869458405e-08,"53869/13690/11951/19280/17756/14567/20807/17762/83431/319740/216344/68585/13169/18472/22418/12934/20356/56637/15516/11302/16412/18186/77300/74117/56177/13175/20351/13542/52822/22241/319974/243743/18479/16202/22284/13043/13193/382253/245537/23945/76499/17984/71751/56320/17136/20361/71653/20466/360213/65079/12064/12569/11538/320563/17755/18213/20315/211323/12168",59
"GO:0007616","GO:0007616","long-term memory","25/4775","38/23210",2.03494743393649e-09,3.90824016517709e-08,2.50706591549415e-08,"83429/110147/20807/20393/432530/14799/14534/11514/11838/224938/98388/14810/20614/12307/56717/18762/17257/16835/13653/243961/51791/18212/21333/224671/72961",25
"GO:0010035","GO:0010035","response to inorganic substance","157/4775","494/23210",2.28466715715761e-09,4.37421522480641e-08,2.80598055228543e-08,"11991/11677/11651/69754/20852/13163/109880/103742/12576/19156/53420/21672/20512/17260/22785/12567/20656/26556/28240/14567/14272/21974/12928/69367/17762/22658/16661/15182/14360/21929/19052/14694/380684/15902/18806/13385/18570/93692/69048/15165/14661/11750/11744/104416/26419/18753/18039/13829/11514/15499/22042/56637/20655/15370/240058/20983/16210/54525/12333/11757/18164/20617/12912/22218/59041/20980/11545/78830/16410/67092/80976/66404/20779/11747/56426/229709/19055/22166/269523/108079/18477/67898/15444/17764/57320/11518/22784/19415/15505/108655/17258/233908/20866/17257/11502/12367/17748/112405/74020/22228/234577/268345/20979/11792/18391/19261/319801/18013/320404/68031/17967/56737/20927/101476/19045/20364/100206/232341/108954/66972/16485/56484/18795/66871/23859/16476/16477/11852/58802/68992/12631/110862/606496/14433/12323/14811/19229/22059/12010/60510/26417/16531/26413/223255/14775/192167/229521/11735/16478/26408/67860/266692/114679/26462/68817/12176/19122",157
"GO:0040013","GO:0040013","negative regulation of locomotion","110/4775","316/23210",2.4103611146429e-09,4.60058088909396e-08,2.95119006280377e-08,"18591/16480/13202/11651/235072/109880/72349/12317/20848/23790/17260/11848/110279/19211/20807/109934/12928/19272/13179/19279/11540/260315/16009/18015/114886/69237/13488/19270/64652/22418/20356/14083/17470/56637/20440/19252/13001/22240/23789/192662/66082/19271/67588/18186/16011/14270/72674/56177/269275/69601/114715/18645/56426/20351/109331/69216/19017/21814/19242/20901/259302/269951/11819/16202/17257/50768/20312/18709/21838/23988/58233/22003/17319/76499/56320/320271/11792/193385/234593/74012/18133/20361/54608/228880/13138/50791/20927/17965/15560/11539/67254/245555/56484/108071/72065/18795/76108/11852/338366/12631/70771/20315/16413/211323/223255/76707/105352/20733/211556/105171",110
"GO:0048167","GO:0048167","regulation of synaptic plasticity","122/4775","361/23210",2.59620128086093e-09,4.93999410386038e-08,3.16891754782148e-08,"19353/109880/17274/382056/12308/53869/17260/12048/67826/19165/19211/20807/18412/50997/17762/19164/11540/432530/14799/18015/13385/22318/14534/243931/13116/13488/15387/19418/319984/18163/11514/20972/72555/11838/56637/11820/20983/12322/54525/225870/66082/57340/108100/15461/14169/12877/12890/20617/29819/12912/13838/20720/13167/20910/14810/17754/20614/228550/12307/26562/18762/18196/18125/19242/14812/16653/11941/110891/18479/20977/245537/17257/12404/19339/23821/19417/23945/20203/56320/11554/226407/211134/67869/116838/381677/210274/19401/76376/18013/13653/243961/228994/20853/116837/231637/11539/217692/104027/69017/11840/12064/108071/246317/16500/22628/51791/21367/64011/18212/12631/12323/14811/19229/74342/545156/76089/26413/66673/192167/240057/19122/110893",122
"GO:0051236","GO:0051236","establishment of RNA localization","63/4775","151/23210",2.72172606758494e-09,5.16290498666496e-08,3.31191087802967e-08,"53379/16549/56698/17762/53817/74412/66874/12626/65246/223527/15499/11838/320007/68092/69823/225027/225160/21681/12877/29819/16574/66679/16418/230082/20218/71514/23881/19384/66441/26370/21951/21750/71805/73192/214597/231386/223921/20853/51810/19069/73826/20422/268420/19290/22117/15382/103468/107939/66231/432508/18148/67681/229279/14251/20823/20383/109095/223642/66118/192160/276770/67952/18226",63
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","55/4775","125/23210",2.75391846959331e-09,5.20794704449165e-08,3.34080454964872e-08,"11479/11651/13549/26395/18747/15257/64383/106763/18099/23797/19878/217866/26419/18753/22418/13829/27373/56637/11820/13548/26404/18607/13001/93687/12322/110355/104318/93742/12747/226751/53416/15259/114715/56717/53323/22241/12704/21951/214897/228140/12283/15275/231876/321006/104175/114716/13000/12569/18750/18751/108058/260299/606496/26413/12995",55
"GO:0090174","GO:0090174","organelle membrane fusion","47/4775","100/23210",2.84385185416892e-09,5.36157390854782e-08,3.43935342543461e-08,"20615/19376/17274/14809/11652/16573/20907/67826/53334/53331/22318/56494/94090/53612/67474/20983/54525/53611/12890/20617/20980/58244/53330/20910/20614/269338/241727/228960/76959/100226/56041/22317/56216/19339/116733/12889/20979/235415/218035/69017/70675/217517/20955/66700/60510/73122/19349",47
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","43/4775","88/23210",2.99251644918135e-09,5.62465363085459e-08,3.6081143451779e-08,"11950/66043/23917/20848/26395/11951/12048/11848/66826/27369/228033/14923/11957/28080/104215/56248/76055/11947/11946/11949/11545/56045/109674/269523/11639/11637/19017/19384/68197/11674/18746/75533/18102/74143/57423/27425/11534/14904/68055/56632/12859/67942/107197",43
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","94/4775","259/23210",3.17158590235519e-09,5.94310853739203e-08,3.81239745165524e-08,"330171/16400/244668/21844/19158/26554/26395/59046/110279/216963/11303/21858/21927/109934/12928/72318/52666/215821/17311/68585/20403/18015/110596/19418/16443/20662/212307/12558/192662/14163/15461/236915/16412/18186/26921/53972/226751/78255/11352/69601/19419/20262/20779/228850/16800/170731/19415/319974/11517/70727/16653/234353/233877/54126/50768/235041/19417/207212/216831/227377/232227/12402/320271/193385/99167/73728/75687/14745/227743/380711/320404/57295/269608/107746/104418/110351/229541/217692/65079/11845/57912/11548/72729/108058/260299/108699/19762/69632/14251/545156/211323/240057/99371/18226",94
"GO:0043547","GO:0043547","positive regulation of GTPase activity","82/4775","217/23210",3.71079824821536e-09,6.93244581825689e-08,4.44703955934454e-08,"21844/11544/13544/11652/23790/69993/26395/110279/213027/109934/12928/83431/14694/217463/18015/217869/22418/13196/19387/105782/56637/17850/19765/11516/212307/107045/15461/16412/26921/14270/19734/24012/29809/227937/19419/67231/14683/228850/18720/229877/100855/382253/54126/71310/14681/20312/21838/23988/14697/19417/244654/232227/11554/227800/226407/76795/97761/233204/19736/209815/233489/107746/108911/110351/11603/270162/381085/52850/68449/67792/217692/65079/223754/51791/74694/108699/18213/19229/545156/76089/109905/244058",82
"GO:0099172","GO:0099172","presynapse organization","32/4775","57/23210",3.90759368935684e-09,7.27804081416464e-08,4.6687325460053e-08,"20615/13642/232370/19280/19211/11820/12405/20617/53378/19266/13542/245537/54126/12404/54725/12217/219228/238205/245450/233489/216028/11845/225875/272381/216856/331461/18213/74342/26875/107932/192167/76965",32
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","37/4775","71/23210",3.9446650110952e-09,7.32495776909697e-08,4.69882893046439e-08,"52551/71472/19165/19164/66753/12328/252870/15516/225131/224727/13838/57438/17754/53378/56228/57320/80750/102122/93739/20588/223870/219158/216440/79263/226418/13000/59025/70369/77006/65019/225896/56353/72330/75744/12995/18752/108143",37
