"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04710","mmu04710","Circadian rhythm","4/426","30/8384",0.0634008057050655,0.145293513074109,0.0884274395360125,"103583/217166/56438/19883",4
"mmu04370","mmu04370","VEGF signaling pathway","6/426","58/8384",0.0727584402152531,0.164004680813071,0.0998152889924525,"26395/12540/19055/19058/18751/26413",6
"mmu05213","mmu05213","Endometrial cancer","6/426","58/8384",0.0727584402152531,0.164004680813071,0.0998152889924525,"26395/11789/12387/12575/14784/26413",6
"mmu04151","mmu04151","PI3K-Akt signaling pathway","24/426","347/8384",0.075947216315573,0.169800686884411,0.103342810390895,"26395/51792/54401/22629/22027/19052/22627/14706/71978/22631/12575/72930/16412/11909/19744/14688/12669/14708/22628/18212/75705/14784/26413/22630",24
"mmu00220","mmu00220","Arginine biosynthesis","3/426","20/8384",0.0781841306188459,0.172005087361461,0.104684435944392,"14661/14718/14645",3
"mmu01210","mmu01210","2-Oxocarboxylic acid metabolism","3/426","20/8384",0.0781841306188459,0.172005087361461,0.104684435944392,"12974/11429/14718",3
"mmu05410","mmu05410","Hypertrophic cardiomyopathy","8/426","90/8384",0.0861580384034893,0.188043337785393,0.114445514671302,"12298/12295/16412/11938/11461/22003/13138/11465",8
"mmu04340","mmu04340","Hedgehog signaling pathway","5/426","48/8384",0.0949321077212144,0.203955700182297,0.124129976378891,"18749/18747/103583/93687/110355",5
"mmu04930","mmu04930","Type II diabetes mellitus","5/426","48/8384",0.0949321077212144,0.203955700182297,0.124129976378891,"26419/18762/18746/18754/26413",5
"mmu03013","mmu03013","RNA transport","13/426","172/8384",0.0982068412388484,0.209355669307623,0.127416464765213,"13690/22196/53817/74412/20610/217869/56215/54709/19384/19826/13627/66231/75705",13
"mmu05225","mmu05225","Hepatocellular carcinoma","13/426","173/8384",0.101566223986825,0.214851627664438,0.130761373391945,"26395/11789/12387/12575/93687/67155/14873/68094/11461/18751/14784/11465/26413",13
"mmu04662","mmu04662","B cell receptor signaling pathway","7/426","79/8384",0.105666752318627,0.221819518226126,0.13500211826968,"26395/19055/19058/12520/18751/14784/26413",7
"mmu04380","mmu04380","Osteoclast differentiation","10/426","126/8384",0.107124091698941,0.223175191039461,0.135827197608705,"26400/26395/18412/26419/19055/19058/19261/14784/26413/16478",10
"mmu05216","mmu05216","Thyroid cancer","4/426","37/8384",0.116435527336806,0.240750150508433,0.146523536577381,"26395/12387/12575/26413",4
"mmu04664","mmu04664","Fc epsilon RI signaling pathway","6/426","66/8384",0.117457892967908,0.241051646016229,0.146707030494088,"26400/26395/26419/26398/14784/26413",6
"mmu00250","mmu00250","Alanine, aspartate and glutamate metabolism","4/426","39/8384",0.134283691029825,0.271529522302955,0.165256245152803,"14661/14718/14645/14415",4
"mmu00620","mmu00620","Pyruvate metabolism","4/426","39/8384",0.134283691029825,0.271529522302955,0.165256245152803,"17448/17449/68263/18746",4
"mmu00430","mmu00430","Taurine and hypotaurine metabolism","2/426","13/8384",0.13893027280379,0.27887463519009,0.169726572230524,"12583/14415",2
"mmu04520","mmu04520","Adherens junction","6/426","71/8384",0.150982305493033,0.30087053630858,0.183113551284456,"12540/12387/108100/11461/11465/26413",6
"mmu05219","mmu05219","Bladder cancer","4/426","41/8384",0.153166041338675,0.302405006742786,0.18404744907982,"26395/69635/12575/26413",4
"mmu04923","mmu04923","Regulation of lipolysis in adipocytes","5/426","56/8384",0.153951639796327,0.302405006742786,0.18404744907982,"18749/18747/224129/14683/109648",5
"mmu04744","mmu04744","Phototransduction","3/426","27/8384",0.155457190754686,0.303196648635026,0.184529252183614,"12313/12315/14688",3
"mmu00533","mmu00533","Glycosaminoglycan biosynthesis - keratan sulfate","2/426","14/8384",0.156885219353266,0.303827009310902,0.18491289753276,"76969/54371",2
"mmu04927","mmu04927","Cortisol synthesis and secretion","6/426","72/8384",0.158154846913229,0.303840430173597,0.184921065636754,"18749/18747/224129/11909/14683/18514",6
"mmu05210","mmu05210","Colorectal cancer","7/426","88/8384",0.159101897981811,0.303840430173597,0.184921065636754,"26395/11789/12387/26419/12575/14784/26413",7
"mmu04211","mmu04211","Longevity regulating pathway","7/426","90/8384",0.172397516531924,0.324721349632048,0.197629452981802,"18749/18747/224129/11909/51897/19744/207565",7
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation","7/426","90/8384",0.172397516531924,0.324721349632048,0.197629452981802,"26395/18749/18747/26419/224129/208922/26413",7
"mmu05133","mmu05133","Pertussis","6/426","76/8384",0.188255034599486,0.352177785815365,0.214339781606289,"12313/12315/26419/16412/12631/26413",6
"mmu05206","mmu05206","MicroRNAs in cancer","11/426","162/8384",0.200937328856288,0.373341081695211,0.227220026754215,"26395/11789/22196/12575/14086/108655/22003/18754/18751/14784/26413",11
"mmu04650","mmu04650","Natural killer cell mediated cytotoxicity","8/426","111/8384",0.202282986082133,0.373341081695211,0.227220026754215,"26395/19055/18479/19058/18751/19229/14784/26413",8
"mmu00561","mmu00561","Glycerolipid metabolism","5/426","62/8384",0.20600358790254,0.377673244487989,0.229856634922834,"64898/58810/380921/217480/104418",5
"mmu04625","mmu04625","C-type lectin receptor signaling pathway","8/426","112/8384",0.208958765510261,0.380554043147827,0.231609924824898,"12313/12315/26419/19055/18479/17532/19058/26413",8
"mmu00910","mmu00910","Nitrogen metabolism","2/426","17/8384",0.212820105542486,0.382728620032167,0.23293339936886,"14661/14645",2
"mmu04932","mmu04932","Non-alcoholic fatty liver disease","10/426","147/8384",0.213848152834656,0.382728620032167,0.23293339936886,"12858/12540/26419/67264/227197/66495/68375/17992/12868/110323",10
"mmu04668","mmu04668","TNF signaling pathway","8/426","113/8384",0.215719767654494,0.382728620032167,0.23293339936886,"26400/26395/26419/69601/11909/20312/26398/26413",8
"mmu04670","mmu04670","Leukocyte transendothelial migration","8/426","113/8384",0.215719767654494,0.382728620032167,0.23293339936886,"12540/12387/19878/16412/11461/18751/19229/11465",8
"mmu00030","mmu00030","Pentose phosphate pathway","3/426","33/8384",0.234142339146643,0.41275091836748,0.251205343618868,"56421/11674/19139",3
"mmu05152","mmu05152","Tuberculosis","11/426","171/8384",0.252199373443981,0.441750494885953,0.268854846648293,"12313/11972/12315/26419/12322/19055/108664/19058/12323/26413/19349",11
"mmu04210","mmu04210","Apoptosis","9/426","136/8384",0.254333345642549,0.442668797795575,0.269413737222953,"26395/26419/22143/22145/69601/11461/11465/26413/22142",9
"mmu04742","mmu04742","Taste transduction","5/426","69/8384",0.272730939501501,0.471704455112658,0.287085199475264,"18749/18747/11418/18574/54393",5
"mmu00051","mmu00051","Fructose and mannose metabolism","3/426","36/8384",0.275799429573944,0.474030269580216,0.288500719093797,"56421/21991/11674",3
"mmu04978","mmu04978","Mineral absorption","4/426","53/8384",0.282263112067114,0.482126433655009,0.293428145267546,"67972/11931/11941/232975",4
"mmu04110","mmu04110","Cell cycle","8/426","123/8384",0.287332393225281,0.487755605783655,0.296854129453019,"54401/22629/22627/22631/56438/12575/22628/22630",8
"mmu05235","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/426","88/8384",0.289232629737946,0.487969160600829,0.296984101571414,"26395/12504/19419/19055/19058/26413",6
"mmu00562","mmu00562","Inositol phosphate metabolism","5/426","72/8384",0.302644164314927,0.504406940524878,0.306988338922318,"320634/21991/117150/18720/18717",5
"mmu05223","mmu05223","Non-small cell lung cancer","5/426","72/8384",0.302644164314927,0.504406940524878,0.306988338922318,"26395/12575/18751/14784/26413",5
"mmu04931","mmu04931","Insulin resistance","7/426","110/8384",0.32578138883701,0.539698083916734,0.32846696781918,"19047/434233/26419/18762/170826/18754/18751",7
"mmu05212","mmu05212","Pancreatic cancer","5/426","76/8384",0.343222342206268,0.563527388000788,0.342969778725839,"26395/12540/26419/12575/26413",5
"mmu00534","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/426","24/8384",0.346505161507977,0.563527388000788,0.342969778725839,"54616/58193",2
"mmu04068","mmu04068","FoxO signaling pathway","8/426","131/8384",0.348362385309578,0.563527388000788,0.342969778725839,"26395/26556/56486/26419/12575/57436/14784/26413",8
"mmu04142","mmu04142","Lysosome","8/426","131/8384",0.348362385309578,0.563527388000788,0.342969778725839,"11972/17775/12751/108664/67300/74325/11775/20661",8
"mmu05134","mmu05134","Legionellosis","4/426","60/8384",0.363904795042124,0.585227009570667,0.356176438360712,"19324/269523/13627/11840",4
"mmu04913","mmu04913","Ovarian steroidogenesis","4/426","61/8384",0.375621332150974,0.597085932609931,0.36339392644968,"18749/18747/224129/14683",4
"mmu04929","mmu04929","GnRH secretion","4/426","61/8384",0.375621332150974,0.597085932609931,0.36339392644968,"26395/54393/18751/26413",4
"mmu00564","mmu00564","Glycerophospholipid metabolism","6/426","98/8384",0.380227017006674,0.600933503889858,0.365735606195167,"19210/64898/380921/217480/104418/110911",6
"mmu04976","mmu04976","Bile secretion","6/426","99/8384",0.389432103545161,0.608487661789315,0.370333160667947,"18749/18747/224129/11931/14683/232975",6
"mmu05215","mmu05215","Prostate cancer","6/426","99/8384",0.389432103545161,0.608487661789315,0.370333160667947,"26395/12387/22027/12575/14784/26413",6
"mmu04933","mmu04933","AGE-RAGE signaling pathway in diabetic complications","6/426","101/8384",0.407831829757497,0.633637023634529,0.385639375149818,"12540/26419/18762/18754/18751/26413",6
"mmu00650","mmu00650","Butanoate metabolism","2/426","28/8384",0.419965902692165,0.648823726069357,0.39488219117714,"67041/14415",2
"mmu04973","mmu04973","Carbohydrate digestion and absorption","3/426","47/8384",0.430069970848399,0.657724138369435,0.4002990928258,"11931/232975/18751",3
"mmu04514","mmu04514","Cell adhesion molecules","9/426","161/8384",0.433453049077957,0.657724138369435,0.4002990928258,"20340/12504/16412/54725/18190/66797/17967/12805/18191",9
"mmu04659","mmu04659","Th17 cell differentiation","6/426","104/8384",0.435332719190594,0.657724138369435,0.4002990928258,"26419/12504/19055/19883/19058/26413",6
"mmu00920","mmu00920","Sulfur metabolism","1/426","11/8384",0.43671696031789,0.657724138369435,0.4002990928258,"23971",1
"mmu03020","mmu03020","RNA polymerase","2/426","29/8384",0.437685517533115,0.657724138369435,0.4002990928258,"20016/67710",2
"mmu05164","mmu05164","Influenza A","9/426","162/8384",0.440785156414317,0.658782163119224,0.400943019850552,"26395/22333/54196/11461/11739/18751/11465/26413/19326",9
"mmu05146","mmu05146","Amoebiasis","6/426","106/8384",0.453547111670487,0.674191652483157,0.410321426774438,"18749/18747/14680/14683/18751/19349",6
"mmu04979","mmu04979","Cholesterol metabolism","3/426","49/8384",0.457164866153412,0.675915796732196,0.411370762413088,"22333/30960/20661",3
"mmu04658","mmu04658","Th1 and Th2 cell differentiation","5/426","88/8384",0.465218030529748,0.680735547518953,0.41430412270053,"26419/12504/19055/19058/26413",5
"mmu00072","mmu00072","Synthesis and degradation of ketone bodies","1/426","12/8384",0.465375574303866,0.680735547518953,0.41430412270053,"67041",1
"mmu05140","mmu05140","Leishmaniasis","4/426","70/8384",0.479134317292381,0.697153107171455,0.424296053742627,"16412/13627/18751/26413",4
"mmu04620","mmu04620","Toll-like receptor signaling pathway","5/426","90/8384",0.485044995814697,0.702038809731799,0.427269553099927,"26400/26395/26419/26398/26413",5
"mmu04920","mmu04920","Adipocytokine signaling pathway","4/426","71/8384",0.490270086447759,0.705886250121119,0.429611153183762,"216739/26419/207565/109648",4
"mmu04657","mmu04657","IL-17 signaling pathway","5/426","91/8384",0.494862917387514,0.708788032716491,0.431377214170037,"22027/26419/50772/26413/16478",5
"mmu01240","mmu01240","Biosynthesis of cofactors","8/426","152/8384",0.511419126791659,0.726111820805462,0.441920687112223,"11636/58810/56749/18746/216134/108645/232087/57028",8
"mmu04917","mmu04917","Prolactin signaling pathway","4/426","73/8384",0.512238884495489,0.726111820805462,0.441920687112223,"26395/26419/14784/26413",4
"mmu00730","mmu00730","Thiamine metabolism","1/426","14/8384",0.518401974819304,0.731079708078506,0.444944205108066,"11636",1
"mmu04350","mmu04350","TGF-beta signaling pathway","5/426","94/8384",0.523879717411643,0.735035317796948,0.447351638391252,"51792/19052/15902/56438/26413",5
"mmu00604","mmu00604","Glycosphingolipid biosynthesis - ganglio series","1/426","15/8384",0.542913415527425,0.756045004546833,0.460138395111757,"20449",1
"mmu05220","mmu05220","Chronic myeloid leukemia","4/426","76/8384",0.54435240327372,0.756045004546833,0.460138395111757,"26395/12575/14784/26413",4
"mmu00603","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/426","16/8384",0.566180100314774,0.782409686364637,0.47618426844776,"20449",1
"mmu04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","7/426","140/8384",0.572682189087345,0.787163677153192,0.47907760638223,"26395/11789/12387/15902/20482/14784/26413",7
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","4/426","79/8384",0.575345087664696,0.787163677153192,0.47907760638223,"26395/18751/14784/26413",4
"mmu05416","mmu05416","Viral myocarditis","4/426","80/8384",0.585408477833736,0.796910849737495,0.485009856873729,"13690/11461/13138/11465",4
"mmu00450","mmu00450","Selenocompound metabolism","1/426","17/8384",0.588265099988042,0.796910849737495,0.485009856873729,"23971",1
"mmu03018","mmu03018","RNA degradation","4/426","81/8384",0.595332612822647,0.798616919640137,0.486048192240313,"13807/56421/78651/67678",4
"mmu04612","mmu04612","Antigen processing and presentation","4/426","81/8384",0.595332612822647,0.798616919640137,0.486048192240313,"12317/12330/12504/19192",4
"mmu00513","mmu00513","Various types of N-glycan biosynthesis","2/426","40/8384",0.610512468040352,0.811067288459405,0.493625641588691,"80286/56737",2
"mmu05033","mmu05033","Nicotine addiction","2/426","40/8384",0.610512468040352,0.811067288459405,0.493625641588691,"14400/14800",2
"mmu04213","mmu04213","Longevity regulating pathway - multiple species","3/426","62/8384",0.616896798162423,0.811706313371609,0.49401456009985,"18749/18747/224129",3
"mmu04940","mmu04940","Type I diabetes mellitus","3/426","62/8384",0.616896798162423,0.811706313371609,0.49401456009985,"19275/15893/14415",3
"mmu05224","mmu05224","Breast cancer","7/426","147/8384",0.624683322967349,0.815732034007731,0.496464663759729,"26395/11789/12387/12575/93687/14784/26413",7
"mmu05217","mmu05217","Basal cell carcinoma","3/426","63/8384",0.627792221003226,0.815732034007731,0.496464663759729,"11789/12387/12575",3
"mmu00061","mmu00061","Fatty acid biosynthesis","1/426","19/8384",0.629126545097752,0.815732034007731,0.496464663759729,"216739",1
"mmu05226","mmu05226","Gastric cancer","7/426","148/8384",0.631821539067806,0.815732034007731,0.496464663759729,"26395/11789/12387/12575/93687/14784/26413",7
"mmu04146","mmu04146","Peroxisome","4/426","86/8384",0.642775071929618,0.825996003647873,0.502711443368466,"216739/54683/18632/56273",4
"mmu05169","mmu05169","Epstein-Barr virus infection","10/426","214/8384",0.65373632634116,0.836174370901483,0.50890612429985,"26400/12317/21762/69077/26419/12575/59029/23996/17999/26398",10
"mmu04512","mmu04512","ECM-receptor interaction","4/426","88/8384",0.660699444323959,0.841168274023559,0.511945475865056,"16412/64051/13138/16423",4
"mmu05221","mmu05221","Acute myeloid leukemia","3/426","70/8384",0.698006148871125,0.877877242960207,0.534287011026499,"26395/14784/26413",3
"mmu00360","mmu00360","Phenylalanine metabolism","1/426","23/8384",0.699109513484674,0.877877242960207,0.534287011026499,"14718",1
"mmu00515","mmu00515","Mannose type O-glycan biosynthesis","1/426","23/8384",0.699109513484674,0.877877242960207,0.534287011026499,"108902",1
"mmu05218","mmu05218","Melanoma","3/426","72/8384",0.716121586883107,0.895151983603883,0.54480063308332,"26395/12575/26413",3
"mmu05202","mmu05202","Transcriptional misregulation in cancer","9/426","206/8384",0.726915581457384,0.896011452106863,0.545323716306187,"17260/15902/13207/12575/58208/18514/21912/17187/15078",9
"mmu00563","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","1/426","25/8384",0.728991393635809,0.896011452106863,0.545323716306187,"14731",1
"mmu00790","mmu00790","Folate biosynthesis","1/426","25/8384",0.728991393635809,0.896011452106863,0.545323716306187,"110391",1
"mmu00510","mmu00510","N-Glycan biosynthesis","2/426","50/8384",0.729842055534318,0.896011452106863,0.545323716306187,"80286/56737",2
"mmu00601","mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series","1/426","27/8384",0.755911931557401,0.915752339992446,0.557338266253776,"20449",1
"mmu03060","mmu03060","Protein export","1/426","27/8384",0.755911931557401,0.915752339992446,0.557338266253776,"69019",1
"mmu04392","mmu04392","Hippo signaling pathway - multiple species","1/426","27/8384",0.755911931557401,0.915752339992446,0.557338266253776,"18479",1
"mmu03008","mmu03008","Ribosome biogenesis in eukaryotes","3/426","78/8384",0.765422312038355,0.918418245999644,0.558960769814137,"230082/19384/102462",3
"mmu00330","mmu00330","Arginine and proline metabolism","2/426","54/8384",0.768131623926975,0.918418245999644,0.558960769814137,"12709/14718",2
"mmu04330","mmu04330","Notch signaling pathway","2/426","54/8384",0.768131623926975,0.918418245999644,0.558960769814137,"66340/80904",2
"mmu01524","mmu01524","Platinum drug resistance","3/426","80/8384",0.780231212935199,0.928846682065713,0.565307645735687,"12575/14873/26413",3
"mmu00053","mmu00053","Ascorbate and aldarate metabolism","1/426","30/8384",0.791372853507507,0.938049718597261,0.570908728256323,"58810",1
"mmu00410","mmu00410","beta-Alanine metabolism","1/426","31/8384",0.802011489419143,0.940192367911629,0.572212771284015,"14415",1
"mmu00052","mmu00052","Galactose metabolism","1/426","32/8384",0.812108832350718,0.940192367911629,0.572212771284015,"56421",1
"mmu04215","mmu04215","Apoptosis - multiple species","1/426","32/8384",0.812108832350718,0.940192367911629,0.572212771284015,"26419",1
"mmu03010","mmu03010","Ribosome","5/426","133/8384",0.813169245580556,0.940192367911629,0.572212771284015,"76846/94064/67994/76808/66475",5
"mmu05145","mmu05145","Toxoplasmosis","4/426","110/8384",0.817335166092911,0.940192367911629,0.572212771284015,"26419/16412/14681/26413",4
"mmu03320","mmu03320","PPAR signaling pathway","3/426","86/8384",0.820090455032669,0.940192367911629,0.572212771284015,"22190/216739/20250",3
"mmu04130","mmu04130","SNARE interactions in vesicular transport","1/426","33/8384",0.821692361735128,0.940192367911629,0.572212771284015,"58244",1
"mmu04622","mmu04622","RIG-I-like receptor signaling pathway","2/426","61/8384",0.823846833648937,0.940192367911629,0.572212771284015,"26419/23988",2
"mmu01212","mmu01212","Fatty acid metabolism","2/426","62/8384",0.830745168165154,0.940192367911629,0.572212771284015,"216739/20250",2
"mmu00040","mmu00040","Pentose and glucuronate interconversions","1/426","34/8384",0.830788165100094,0.940192367911629,0.572212771284015,"58810",1
"mmu01040","mmu01040","Biosynthesis of unsaturated fatty acids","1/426","34/8384",0.830788165100094,0.940192367911629,0.572212771284015,"20250",1
"mmu05340","mmu05340","Primary immunodeficiency","1/426","36/8384",0.847614402881849,0.955303118002084,0.58140936176969,"12504",1
"mmu04621","mmu04621","NOD-like receptor signaling pathway","7/426","190/8384",0.856279629852708,0.95600083321594,0.581833999928553,"56486/22333/22627/26419/59125/57436/26413",7
"mmu05322","mmu05322","Systemic lupus erythematosus","4/426","118/8384",0.857186308545623,0.95600083321594,0.581833999928553,"67332/20638/51788/15078",4
"mmu05222","mmu05222","Small cell lung cancer","3/426","93/8384",0.858662566561226,0.95600083321594,0.581833999928553,"12575/16412/17187",3
"mmu05143","mmu05143","African trypanosomiasis","1/426","38/8384",0.862770993678216,0.956701706699635,0.58226056024973,"18751",1
"mmu00260","mmu00260","Glycine, serine and threonine metabolism","1/426","39/8384",0.869775493641442,0.960595424704403,0.584630325466029,"18648",1
"mmu00350","mmu00350","Tyrosine metabolism","1/426","40/8384",0.876423263528649,0.964065589881514,0.586742311162338,"14718",1
"mmu03420","mmu03420","Nucleotide excision repair","1/426","43/8384",0.894402916103132,0.97992351365881,0.596393640848807,"56438",1
"mmu00970","mmu00970","Aminoacyl-tRNA biosynthesis","1/426","44/8384",0.899796077323617,0.98192032247617,0.597608923535736,"23874",1
"mmu04974","mmu04974","Protein digestion and absorption","3/426","107/8384",0.914664478649851,0.992537144353007,0.604070453405275,"17254/11931/232975",3
"mmu00565","mmu00565","Ether lipid metabolism","1/426","48/8384",0.918756639094515,0.992537144353007,0.604070453405275,"18472",1
"mmu00071","mmu00071","Fatty acid degradation","1/426","49/8384",0.922908471117756,0.992537144353007,0.604070453405275,"216739",1
"mmu04080","mmu04080","Neuroactive ligand-receptor interaction","12/426","334/8384",0.923961850743163,0.992537144353007,0.604070453405275,"20604/11540/54393/14658/14400/109648/12424/12669/14800/15560/18619/21333",12
"mmu04623","mmu04623","Cytosolic DNA-sensing pathway","1/426","54/8384",0.940699488406054,0.999992855818814,0.608608092153843,"20016",1
"mmu05144","mmu05144","Malaria","1/426","56/8384",0.946610052951778,0.999992855818814,0.608608092153843,"12520",1
"mmu00280","mmu00280","Valine, leucine and isoleucine degradation","1/426","57/8384",0.949341094911738,0.999992855818814,0.608608092153843,"67041",1
"mmu00983","mmu00983","Drug metabolism - other enzymes","2/426","91/8384",0.949824570445251,0.999992855818814,0.608608092153843,"23917/14873",2
"mmu00240","mmu00240","Pyrimidine metabolism","1/426","58/8384",0.951932747796042,0.999992855818814,0.608608092153843,"56749",1
"mmu05321","mmu05321","Inflammatory bowel disease","1/426","62/8384",0.961042134512817,0.999992855818814,0.608608092153843,"19883",1
"mmu04064","mmu04064","NF-kappa B signaling pathway","2/426","105/8384",0.9729278999041,0.999992855818814,0.608608092153843,"22196/18751",2
"mmu00982","mmu00982","Drug metabolism - cytochrome P450","1/426","70/8384",0.974416986732678,0.999992855818814,0.608608092153843,"14873",1
"mmu00480","mmu00480","Glutathione metabolism","1/426","71/8384",0.975727831530835,0.999992855818814,0.608608092153843,"14873",1
"mmu05171","mmu05171","Coronavirus disease - COVID-19","6/426","226/8384",0.976173679215453,0.999992855818814,0.608608092153843,"76846/26419/76808/66475/18751/26413",6
"mmu00980","mmu00980","Metabolism of xenobiotics by cytochrome P450","1/426","72/8384",0.97697165972377,0.999992855818814,0.608608092153843,"14873",1
"mmu04115","mmu04115","p53 signaling pathway","1/426","72/8384",0.97697165972377,0.999992855818814,0.608608092153843,"12575",1
"mmu04061","mmu04061","Viral protein interaction with cytokine and cytokine receptor","1/426","91/8384",0.991534496724777,0.999992855818814,0.608608092153843,"20312",1
"mmu04640","mmu04640","Hematopoietic cell lineage","1/426","94/8384",0.992773354895769,0.999992855818814,0.608608092153843,"12504",1
"mmu05204","mmu05204","Chemical carcinogenesis","1/426","99/8384",0.994449230296388,0.999992855818814,0.608608092153843,"14873",1
"mmu04630","mmu04630","JAK-STAT signaling pathway","2/426","158/8384",0.997653495414369,0.999992855818814,0.608608092153843,"12575/14784",2
"mmu05162","mmu05162","Measles","1/426","136/8384",0.999216170122014,0.999992855818814,0.608608092153843,"26419",1
"mmu05168","mmu05168","Herpes simplex virus 1 infection","6/426","430/8384",0.999991610145468,0.999992855818814,0.608608092153843,"12317/19047/434233/67996/20384/19744",6
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","2/426","276/8384",0.999992855818814,0.999992855818814,0.608608092153843,"12504/20312",2
